Name,Rank,Price,24h Change,"""Market Cap""",Volume,Circ_Supply,Category
MXM,2460,0.0025129 USD,−0.02%,842.81 K USD,59.57 K USD,335.39 M,"Gaming, NFTs & Collectibles"
GOVI,2461,0.030999 USD,−0.17%,842.66 K USD,23.17 K USD,27.18 M,Derivatives
BTAF,2462,0.040399 USD,−0.72%,838.75 K USD,34 USD,20.76 M,—
MA,2463,0.0080158 USD,+0.05%,839.05 K USD,1.61 M USD,104.67 M,—
FOCAI,2464,0.00082998 USD,−5.66%,829.98 K USD,880.01 K USD,1 B,Memes
EMT,2465,0.013820 USD,−1.76%,829.2 K USD,339.27 K USD,60 M,—
KLS,2466,0.00045599 USD,−5.77%,824.95 K USD,83.5 K USD,1.81 B,"Smart contract platforms, Layer 1"
PNDC,2467,0.000000040000 USD,−4.58%,808.44 K USD,141.59 K USD,22.55 T,Memes
AIPUMP,2468,0.0021500 USD,−1.96%,818.43 K USD,904.52 K USD,380.67 M,"Memes, Data management & AI"
HONK,2469,0.00089798 USD,−0.31%,825.98 K USD,9.38 K USD,919.82 M,Memes
IQ50,2470,0.0000016200 USD,−4.07%,815.64 K USD,55.94 K USD,505.04 B,—
DINO,2471,0.0026019 USD,+2.79%,814.26 K USD,111 USD,312.95 M,"Memes, Gaming, Web3"
SAUBER,2472,0.29679 USD,+0.53%,826.35 K USD,147.46 K USD,2.78 M,"Sports, Fan Tokens"
POLK,2473,0.0090598 USD,+0.35%,811.84 K USD,123.54 K USD,89.61 M,Prediction markets
HVLO,2474,0.0017390 USD,−1.06%,811.82 K USD,259.76 K USD,466.83 M,—
YOOSHI,2475,0.0000000000000 USD,+7.14%,776.14 K USD,71.29 K USD,363.19 T,"Memes, Gaming, NFTs & Collectibles"
TRALA,2476,0.036979 USD,+7.09%,767.26 K USD,109.28 K USD,20.75 M,—
BCB,2477,0.00092198 USD,−1.26%,809.2 K USD,540 USD,877.67 M,Gambling
HZN,2478,0.0066399 USD,−3.33%,801.48 K USD,30.31 K USD,120.71 M,"Derivatives, DAO"
CBM,2479,0.00080618 USD,+3.23%,806.18 K USD,3.83 K USD,1 B,—
TBCC,2480,0.00080132 USD,+6.66%,801.32 K USD,5.01 K USD,1 B,—
ZYN,2481,0.019180 USD,−0.45%,803.7 K USD,170.18 K USD,41.9 M,—
BIFI,2482,0.0016210 USD,+8.66%,782.44 K USD,18 K USD,482.69 M,—
AM,2483,0.28769 USD,0.00%,797.87 K USD,22.45 K USD,2.77 M,"Sports, Fan Tokens"
PRX,2484,0.058449 USD,−4.47%,798.43 K USD,167.77 K USD,13.66 M,"Web3, DAO, Layer 1"
ZPAY,2485,0.0024378 USD,−6.02%,795.07 K USD,169.48 K USD,326.14 M,—
DRF,2486,0.00085998 USD,−3.35%,793.79 K USD,4.37 K USD,923.03 M,—
BNA,2487,0.00040939 USD,−5.84%,736.9 K USD,30 USD,1.8 B,—
MORRA,2488,0.0020900 USD,−1.76%,791.46 K USD,487 USD,378.69 M,"Gaming, NFTs & Collectibles"
WOOF,2489,0.00010010 USD,−4.10%,790.79 K USD,153.38 K USD,7.9 B,"Memes, Jobs"
SPACEPI,2490,0.00000000000000 USD,+1.39%,739.99 K USD,16.39 K USD,"1,000 T",—
COM,2491,0.037649 USD,+1.28%,790.63 K USD,70.72 K USD,21 M,—
KNJ,2492,0.019160 USD,+0.02%,788.62 K USD,48 USD,41.16 M,—
CLS,2493,0.033419 USD,−3.03%,785.82 K USD,58.21 K USD,23.51 M,"Distributed computing & Storage, DePIN"
TBTC,2494,"86,772.40 USD",−0.77%,780.95 K USD,2.95 K USD,9,—
ITHEUM,2495,0.0016043 USD,−3.93%,780.4 K USD,53.69 K USD,486.44 M,"NFTs & Collectibles, Metaverse, DAO"
SOULS,2496,0.00067699 USD,+1.52%,774.88 K USD,74.42 K USD,1.14 B,"Gaming, NFTs & Collectibles, Interoperability, Metaverse, Web3, DAO"
SSG,2497,0.00023710 USD,−1.06%,774.05 K USD,36.81 K USD,3.26 B,—
WAI,2498,0.000015730 USD,−22.31%,770.77 K USD,27.28 K USD,49 B,—
REACH,2499,0.0076598 USD,+22.00%,765.98 K USD,129.21 K USD,100 M,"Social, media & Content"
EMRLD,2500,0.0019220 USD,−1.82%,768.8 K USD,3.46 K USD,400 M,—
REVO,2501,0.023360 USD,−2.32%,764.67 K USD,20.21 K USD,32.73 M,"Gaming, NFTs & Collectibles, Metaverse"
ANALOS,2502,0.0000093000 USD,+4.52%,763.33 K USD,2.33 M USD,82.08 B,Memes
SHFT,2503,0.00034299 USD,−6.27%,763.31 K USD,891 USD,2.23 B,Identity
MULTI,2504,0.052099 USD,+13.43%,757.58 K USD,273.92 K USD,14.54 M,"Interoperability, Web3"
CHANGE,2505,0.0037477 USD,+0.50%,758.66 K USD,21 K USD,202.43 M,—
AINN,2506,0.036199 USD,−7.40%,760.18 K USD,12.14 K USD,21 M,—
DTEC,2507,0.044119 USD,−2.80%,752.67 K USD,231.2 K USD,17.06 M,Data management & AI
SCAR,2508,0.00026499 USD,−6.32%,753.1 K USD,34.61 K USD,2.84 B,"Gaming, NFTs & Collectibles"
WNK,2509,0.00016710 USD,+0.32%,753.5 K USD,55.75 K USD,4.51 B,"Gaming, Data management & AI, Metaverse, Education"
FIGHT,2510,0.00075238 USD,+2.55%,752.38 K USD,2.52 M USD,1 B,Memes
NEROX,2511,0.52699 USD,−4.34%,736.86 K USD,18.23 K USD,1.4 M,Data management & AI
LAYER,2512,0.025359 USD,+1.86%,751.1 K USD,73.54 K USD,29.62 M,"Decentralized exchange, NFTs & Collectibles"
DX,2513,0.000014990 USD,−0.58%,749.5 K USD,491 USD,50 B,"Smart contract platforms, Data management & AI"
UNO,2514,0.0066999 USD,−0.87%,747.49 K USD,33.33 K USD,111.57 M,"Data management & AI, Insurance"
CHAPZ,2515,0.00031469 USD,−2.16%,746.2 K USD,5.03 K USD,2.37 B,"Data management & AI, Social, media & Content, Marketplace"
KROM,2516,0.0092828 USD,+4.04%,745.23 K USD,55.09 K USD,80.28 M,"Derivatives, DAO"
BFT,2517,0.025679 USD,−1.29%,738.85 K USD,158.46 K USD,28.77 M,"Sports, Fan Tokens"
DOAI,2518,0.0015200 USD,−2.58%,738.68 K USD,76.58 K USD,485.97 M,—
DAPP,2519,0.052999 USD,+7.97%,741.99 K USD,1.04 M USD,14 M,—
TRAVA,2520,0.00018730 USD,−0.93%,734.48 K USD,45.25 K USD,3.92 B,"Data management & AI, Lending & Borrowing, Web3"
CROWN,2521,0.24450 USD,+8.36%,733.5 K USD,118.38 K USD,3 M,—
C,2522,0.00073099 USD,−2.65%,730.99 K USD,1.23 M USD,1 B,Memes
KSN,2523,0.034199 USD,+7.35%,730.5 K USD,89 USD,21.36 M,—
NFE,2524,0.0069799 USD,−0.97%,728.53 K USD,244.41 K USD,104.38 M,"Marketing, Education"
MTS,2525,0.0029189 USD,+1.23%,729.73 K USD,233.32 K USD,250 M,—
CBL,2526,0.0043999 USD,+0.20%,726.24 K USD,57.16 K USD,165.06 M,—
FOFAR,2527,0.00076998 USD,−1.26%,731.48 K USD,2.61 M USD,949.99 M,Memes
JLY,2528,0.0090398 USD,+4.09%,721.38 K USD,46 USD,79.8 M,—
DSLA,2529,0.00013110 USD,−1.55%,719.98 K USD,55.12 K USD,5.49 B,"NFTs & Collectibles, Insurance, Web3"
REVU,2530,0.0053059 USD,+1.71%,716.9 K USD,68.2 K USD,135.11 M,—
ARV,2531,0.0000098300 USD,−5.17%,713.47 K USD,6.65 K USD,72.55 B,"Payments, Social, media & Content, Tourism"
KIBA,2532,0.00000087000 USD,−0.51%,717.08 K USD,2.48 K USD,826.91 B,—
QBX,2533,0.0034209 USD,−8.45%,710.83 K USD,229.87 K USD,207.79 M,—
CGX,2534,0.0040709 USD,−1.98%,705.17 K USD,390.54 K USD,173.22 M,—
UPTOS,2536,0.0000079500 USD,+8.78%,706.65 K USD,3.16 K USD,88.89 B,Memes
DFYN,2537,0.0041039 USD,−2.89%,705.37 K USD,138.85 K USD,171.88 M,Decentralized exchange
GSYS,2538,0.062459 USD,+7.21%,705.79 K USD,274.16 K USD,11.3 M,—
RIZZMAS,2539,0.0000014100 USD,+1.52%,701.22 K USD,774.77 K USD,497.32 B,Memes
CHEWY,2540,0.0000017500 USD,−2.81%,699.2 K USD,628 USD,400 B,Memes
SENSO,2541,0.009901 USD,−2.91%,695.73 K USD,195.99 K USD,70.27 M,Metaverse
BUMP,2542,0.0035129 USD,+2.50%,687.42 K USD,108.33 K USD,195.68 M,—
DOGECAST,2543,0.00068134 USD,−7.67%,681.34 K USD,174.39 K USD,1 B,Memes
MEER,2544,0.0077498 USD,−1.26%,700.86 K USD,42.93 K USD,90.44 M,—
HTERM,2545,0.00087998 USD,−6.58%,715.21 K USD,166.57 K USD,812.76 M,Data management & AI
SPS,2546,0.00034519 USD,+4.69%,690.38 K USD,204.84 K USD,2 B,—
MAPS,2547,0.015087 USD,+0.02%,686.41 K USD,59.44 K USD,45.5 M,"Loyalty & Rewards, Web3"
MUC,2548,0.0016600 USD,−10.80%,684.93 K USD,3.11 K USD,412.61 M,—
BOX,2549,0.0067914 USD,−3.99%,675.84 K USD,137.73 K USD,99.51 M,"Social, media & Content"
BABY,2550,0.0012300 USD,−6.09%,682.45 K USD,173.34 K USD,554.84 M,Memes
DERI,2551,0.0054839 USD,−3.55%,683.82 K USD,61.53 K USD,124.7 M,"Decentralized exchange, Data management & AI, NFTs & Collectibles, Derivatives"
MUNCAT,2552,0.00067899 USD,−1.16%,678.99 K USD,28.68 K USD,1 B,Memes
NOMOX,2553,0.0054879 USD,+1.18%,685.99 K USD,282.26 K USD,125 M,—
K21,2554,0.036059 USD,−2.65%,663.18 K USD,55.15 K USD,18.39 M,NFTs & Collectibles
ELDA,2555,0.0029859 USD,−1.50%,678.06 K USD,65.35 K USD,227.09 M,"Gaming, NFTs & Collectibles, Web3, DAO"
XPE,2556,0.033399 USD,−8.97%,687.55 K USD,135.34 K USD,20.59 M,—
MILLI,2557,0.0000025600 USD,−3.52%,674.57 K USD,100.85 K USD,263 B,Memes
ETHO,2558,0.0085528 USD,+1.72%,668.15 K USD,11.23 K USD,78.12 M,"Distributed computing & Storage, DePIN"
WDOG,2559,0.00067139 USD,−2.14%,671.39 K USD,705.24 K USD,1 B,Memes
AIRDROP,2560,0.00057299 USD,−9.51%,670.4 K USD,120.06 K USD,1.17 B,"Social, media & Content, Marketing"
TRUMPIUS,2561,0.014500 USD,+1.42%,669.16 K USD,159.95 K USD,46.15 M,Memes
LBM,2562,0.016410 USD,−6.63%,668.89 K USD,140.57 K USD,40.76 M,—
SPKY,2563,0.072899 USD,+0.73%,665.48 K USD,—,9.13 M,Privacy
ROOST,2564,0.00070999 USD,−2.68%,665.36 K USD,15.19 K USD,937.14 M,Memes
1SOL,2565,0.0065699 USD,−0.09%,656.99 K USD,14.96 K USD,100 M,—
MAX,2566,0.0046799 USD,−12.18%,657.92 K USD,10 USD,140.58 M,—
TOKO,2567,0.00035529 USD,+6.88%,664.72 K USD,129.58 K USD,1.87 B,—
IRL,2568,0.013370 USD,+1.85%,663.59 K USD,12.94 K USD,49.63 M,"NFTs & Collectibles, Scaling, Move to earn, Web3"
ECLD,2569,0.0014440 USD,+4.13%,663.47 K USD,128 USD,459.47 M,DePIN
PANDA,2570,0.00081898 USD,+0.76%,661.73 K USD,62.78 K USD,807.99 M,—
STND,2571,0.0077218 USD,+3.52%,660.79 K USD,206.7 K USD,85.57 M,"Stablecoins, Asset-backed Stablecoins, Algorithmic Stablecoins, Oracles, DAO"
CBPAY,2572,0.00017810 USD,−1.74%,655.52 K USD,322.7 K USD,3.68 B,—
PMX,2573,0.0092548 USD,+0.40%,655.99 K USD,9.84 K USD,70.88 M,—
PAYU,2574,0.0000000000000 USD,−4.63%,652.67 K USD,67.71 K USD,543.21 T,—
FAC,2575,0.071199 USD,−5.37%,652.4 K USD,61.76 K USD,9.16 M,Memes
STRP,2576,0.15820 USD,−16.25%,652.73 K USD,77 USD,4.13 M,—
STRUMP,2577,0.00035399 USD,−4.05%,650.42 K USD,547.88 K USD,1.84 B,Memes
FLOWER,2578,0.00064999 USD,−5.78%,649.99 K USD,156.6 K USD,1 B,—
GINUX,2579,0.00000018000 USD,+4.51%,648.84 K USD,3.36 K USD,3.57 T,Memes
OMNI,2580,0.000014080 USD,+2.85%,645.19 K USD,30.67 K USD,45.82 B,"Memes, Interoperability"
MVX,2581,0.24110 USD,+3.40%,641.49 K USD,18.83 K USD,2.66 M,—
KINGSHIB,2582,0.0018380 USD,−7.62%,643.35 K USD,1.44 K USD,350.03 M,"Memes, Marketplace"
ETERNAL,2583,0.17780 USD,+16.94%,642.71 K USD,326 USD,3.61 M,Gaming
MLP,2584,0.0015900 USD,−16.74%,637.59 K USD,699.75 K USD,401 M,—
PCX,2585,0.051019 USD,−10.50%,638.01 K USD,63.17 K USD,12.51 M,Interoperability
MONIE,2586,0.038269 USD,+0.37%,637.09 K USD,26 USD,16.65 M,—
O4DX,2587,0.0091448 USD,−10.02%,635.56 K USD,23.4 K USD,69.5 M,Decentralized exchange
FEAR,2588,0.035859 USD,−1.41%,635.26 K USD,110.53 K USD,17.72 M,"Gaming, NFTs & Collectibles, Metaverse"
INFRA,2589,0.15390 USD,+0.02%,635.75 K USD,56.31 K USD,4.13 M,"Distributed computing & Storage, DePIN"
UNI,2590,0.00063599 USD,+41.36%,635.99 K USD,2.39 M USD,1 B,Memes
UDAO,2591,0.11743 USD,−1.79%,631.25 K USD,85.86 K USD,5.38 M,—
NFTFI,2592,0.0029799 USD,−3.23%,630.5 K USD,5.71 K USD,211.58 M,—
AUTO,2593,8.2038 USD,−0.71%,628.95 K USD,7.74 K USD,76.67 K,Decentralized exchange
SUIP,2594,0.030169 USD,+13.74%,624.38 K USD,137.32 K USD,20.7 M,—
DOGGY,2595,0.00027739 USD,−0.27%,624.29 K USD,54.65 K USD,2.25 B,"Memes, NFTs & Collectibles"
MARO,2596,0.00063939 USD,+25.87%,633.64 K USD,4.24 K USD,991 M,"Social, media & Content"
FINE,2597,0.0000000000000 USD,−1.33%,620.1 K USD,54.64 K USD,420.69 T,Memes
ROND,2598,0.0014042 USD,+5.55%,622.21 K USD,68.41 K USD,443.11 M,—
CWS,2599,0.12760 USD,+7.69%,619.12 K USD,222.5 K USD,4.85 M,"Gaming, NFTs & Collectibles"
RMV,2600,0.0024800 USD,−4.59%,619.73 K USD,240.15 K USD,249.89 M,Gaming
TORSY,2601,0.00087698 USD,−0.32%,613.89 K USD,18.76 K USD,700 M,Memes
SKID,2602,0.0070999 USD,−9.07%,615.86 K USD,240.96 K USD,86.74 M,Memes
DOGEVERSE,2603,0.0000061500 USD,+5.51%,614.99 K USD,656 USD,100 B,—
NVIR,2604,0.00058099 USD,+3.05%,611.5 K USD,51.22 K USD,1.05 B,"NFTs & Collectibles, Marketplace"
VISION,2605,0.0011163 USD,+11.42%,613.97 K USD,155.53 K USD,550 M,Gaming
ATOLO,2606,0.00026479 USD,+20.39%,609.38 K USD,215 USD,2.3 B,"Smart contract platforms, Interoperability"
FYN,2607,0.0023950 USD,−2.43%,608.41 K USD,70.53 K USD,254.03 M,"Gaming, Metaverse"
FOUR,2608,0.0000013700 USD,+22.22%,607.26 K USD,—,444 B,Memes
URUS,2609,1.1527 USD,0.00%,601.63 K USD,—,521.93 K,Asset management
ROCO,2610,0.034654 USD,+1.16%,599.47 K USD,61.3 K USD,17.3 M,NFTs & Collectibles
LYNX,2611,0.020380 USD,+1.16%,594.39 K USD,152.77 K USD,29.17 M,—
MERGE,2612,0.0011506 USD,+0.32%,598.31 K USD,326.49 K USD,520 M,—
TWIN,2613,0.013285 USD,−0.81%,597.83 K USD,89.2 K USD,45 M,Data management & AI
TAKI,2614,0.00050999 USD,+2.99%,597.13 K USD,3.73 K USD,1.17 B,Gaming
WECAN,2615,0.00072000 USD,+1.41%,595.71 K USD,5.03 K USD,827.37 M,—
PESTO,2616,0.00059489 USD,−1.83%,594.89 K USD,1.18 M USD,1 B,Memes
HRSE,2617,0.0097508 USD,−5.32%,594.8 K USD,20.76 K USD,61 M,"Gaming, Prediction markets, Loyalty & Rewards, Fan Tokens"
MOONED,2618,0.0031509 USD,−1.67%,587.49 K USD,13.66 K USD,186.45 M,—
XRPAYNET,2619,0.000100140 USD,+48.72%,562.13 K USD,47.45 K USD,5.61 B,—
JULD,2620,0.00098228 USD,+3.70%,581.67 K USD,174.02 K USD,592.17 M,Decentralized exchange
BAG,2621,0.00058499 USD,−0.64%,584.99 K USD,115 USD,1 B,Memes
LLT,2622,0.0019520 USD,+9.63%,583.43 K USD,5.91 K USD,298.89 M,—
ZOON,2623,0.00081838 USD,+3.08%,579.79 K USD,70.19 K USD,708.47 M,"Gaming, NFTs & Collectibles"
BABYGROK,2624,0.0000e-12 USD,+5.16%,539.4 K USD,33.69 K USD,"315,438.44 T",Memes
BSSB,2625,0.046699 USD,+9.65%,578.92 K USD,835.45 K USD,12.4 M,—
BSCS,2626,0.0022970 USD,+1.26%,577.26 K USD,1.88 K USD,251.31 M,—
GORILLA,2627,0.00068469 USD,+2.91%,582.19 K USD,94.46 K USD,850.3 M,NFTs & Collectibles
SSDX,2628,0.0000045900 USD,0.00%,573.33 K USD,22 USD,125 B,Memes
MONI,2629,0.0031299 USD,−3.67%,567.84 K USD,173.7 K USD,181.42 M,"Gaming, NFTs & Collectibles, Metaverse"
BCCOIN,2630,0.055979 USD,−5.52%,559.79 K USD,328.14 K USD,10 M,—
HLO,2631,0.0037799 USD,−1.80%,561.62 K USD,56.84 K USD,148.58 M,—
WAM,2632,0.0012200 USD,−0.47%,567.03 K USD,39.59 K USD,464.78 M,"Gaming, Data management & AI, NFTs & Collectibles, Interoperability, Web3"
DEOD,2633,0.0018570 USD,+1.74%,568.59 K USD,135.6 K USD,306.19 M,"Gaming, Data management & AI, Metaverse"
FRBK,2634,0.0029599 USD,−12.37%,564.6 K USD,37.55 K USD,190.75 M,—
AIX,2635,0.0045299 USD,−5.01%,566.24 K USD,425.13 K USD,125 M,—
XSPECTAR,2636,0.014220 USD,+2.66%,564.07 K USD,2.21 K USD,39.67 M,—
TRENCHAI,2637,0.00056499 USD,+8.26%,564.98 K USD,1.13 M USD,999.98 M,—
LYUM,2638,0.0018780 USD,+2.95%,563.4 K USD,1.16 K USD,300 M,—
JEN,2639,0.032199 USD,+4.23%,562.8 K USD,1.06 K USD,17.48 M,—
GINNAN,2642,0.000000080000 USD,−3.23%,564.58 K USD,1.62 M USD,6.9 T,Memes
NABOX,2644,0.0000026600 USD,−0.28%,554.48 K USD,9.9 K USD,208.61 B,—
ELK,2645,0.046499 USD,+0.17%,557.63 K USD,3.56 K USD,11.99 M,—
KAPPA,2646,0.00057539 USD,+0.53%,563.88 K USD,174 USD,980 M,Data management & AI
NAYM,2647,0.0083398 USD,−1.94%,551.48 K USD,3.33 K USD,66.13 M,—
YOURAI,2648,0.0019550 USD,+1.42%,556.61 K USD,37.35 K USD,284.71 M,Data management & AI
DUREV,2649,0.0058999 USD,+2.27%,560.49 K USD,56.11 K USD,95 M,Memes
XMON,2650,370.89 USD,+0.70%,554.45 K USD,4.36 K USD,1.49 K,"Data management & AI, NFTs & Collectibles"
POGAI,2651,0.0000055500 USD,+4.70%,554.34 K USD,62.66 K USD,99.9 B,Memes
PXP,2652,0.018400 USD,+3.98%,552 K USD,4.45 K USD,30 M,"Centralized-exchange, Payments"
GRV,2653,0.0057999 USD,−2.34%,551.47 K USD,26.52 K USD,95.08 M,DeFi
BEENZ,2654,0.00054799 USD,−15.15%,547.98 K USD,213.26 K USD,999.99 M,—
UPDOG,2655,0.00055019 USD,+4.31%,550.17 K USD,55.79 K USD,999.96 M,Memes
WRKX,2656,0.0086388 USD,−1.98%,548.54 K USD,64.98 K USD,63.5 M,NFTs & Collectibles
PICKLE,2657,0.28719 USD,−1.15%,547.97 K USD,2.36 K USD,1.91 M,DAO
ASM,2658,0.29299 USD,+3.58%,546.91 K USD,5.67 K USD,1.87 M,—
MICE,2659,0.00053499 USD,−12.71%,534.99 K USD,285.77 K USD,1 B,—
VLXPAD,2660,0.0022544 USD,0.00%,544.63 K USD,—,241.59 M,—
PNDR,2661,0.021855 USD,+3.60%,530.51 K USD,315.41 K USD,24.27 M,—
VEGA,2662,0.0087578 USD,+6.40%,543.4 K USD,1.44 K USD,62.05 M,"Decentralized exchange, Derivatives, DeFi"
KON,2663,0.00017220 USD,−9.87%,551.04 K USD,15.67 K USD,3.2 B,—
MOOMOO,2664,0.00057609 USD,+16.30%,562.23 K USD,670.71 K USD,975.93 M,Memes
TGRASS,2665,0.014000 USD,+16.70%,539 K USD,4.54 K USD,38.5 M,—
WAT,2666,0.0000012800 USD,+0.10%,538.9 K USD,661.57 K USD,420.69 B,Memes
POLC,2667,0.0028219 USD,+2.38%,536.23 K USD,894.62 K USD,190.03 M,"NFTs & Collectibles, Metaverse"
DOGK,2668,0.00011970 USD,+3.57%,533.77 K USD,3.12 K USD,4.46 B,Memes
SUNWUKONG,2669,0.00053199 USD,−0.15%,531.99 K USD,257.39 K USD,1 B,—
DEFROGS,2670,53.149 USD,+1.47%,531.49 K USD,67.38 K USD,10 K,"Memes, NFTs & Collectibles"
SKEB,2671,0.00045939 USD,0.00%,529.9 K USD,173 USD,1.15 B,—
BIST,2672,0.0092298 USD,+1.22%,529.81 K USD,6.15 K USD,57.4 M,"Loyalty & Rewards, E-commerce, Marketplace, Web3"
ABYS,2673,0.00087998 USD,+1.15%,527.99 K USD,530 USD,600 M,"Gaming, NFTs & Collectibles"
DARAM,2674,0.0000025300 USD,−0.18%,530.86 K USD,467.27 K USD,210 B,Memes
GDT,2675,0.0032999 USD,0.00%,527.56 K USD,171 USD,159.87 M,"Centralized-exchange, Derivatives"
ASTRA,2676,0.0014290 USD,+7.32%,524.73 K USD,4.59 K USD,367.2 M,—
PC,2677,0.10600 USD,−7.80%,524.7 K USD,430 USD,4.95 M,—
BLP,2678,0.023440 USD,+1.01%,524.31 K USD,414 USD,22.37 M,—
ASH,2679,0.0036479 USD,−5.50%,522.87 K USD,10 K USD,143.33 M,—
ZELIX,2680,0.000077300 USD,+6.64%,524.1 K USD,360.76 K USD,6.78 B,—
LUMOS,2681,0.00000045000 USD,+2.08%,522.93 K USD,113 USD,1.17 T,—
RDEX,2682,0.0052199 USD,+1.68%,521.99 K USD,25.01 K USD,100 M,—
LITH,2683,0.000099600 USD,−1.27%,522.11 K USD,366.16 K USD,5.24 B,"Data management & AI, NFTs & Collectibles, Web3"
PIAI,2684,0.000000000000000 USD,−16.53%,516.55 K USD,298.15 K USD,"42,690 T",—
CAL,2685,0.0012410 USD,−1.10%,522.08 K USD,54.27 K USD,420.69 M,Memes
BTC20,2686,0.024700 USD,−0.06%,518.7 K USD,56.23 K USD,21 M,—
MCO2,2687,0.18216 USD,+1.84%,519.34 K USD,939 USD,2.85 M,—
AUTISM,2688,0.00054699 USD,+14.48%,519.1 K USD,13.32 K USD,949.01 M,—
CATGPT,2689,0.00010740 USD,−2.26%,518.83 K USD,1.69 K USD,4.83 B,—
GURU,2690,0.0053799 USD,+0.39%,518.41 K USD,81.86 K USD,96.36 M,Data management & AI
CRTAI,2692,0.0021420 USD,+0.09%,514.08 K USD,269.34 K USD,240 M,—
AJUN,2693,0.0027999 USD,+4.89%,517.18 K USD,39.25 K USD,184.71 M,—
HIP,2694,0.00047622 USD,−58.01%,541.7 K USD,9.14 M USD,1.14 B,Memes
MMA,2695,0.0058679 USD,+5.90%,513.19 K USD,24.52 K USD,87.46 M,Gaming
LIGO,2696,0.00000051000 USD,+13.85%,509.99 K USD,27.07 K USD,1 T,—
AMU,2697,0.0011500 USD,−4.14%,508.22 K USD,189.62 K USD,441.93 M,Insurance
SHOPX,2698,0.0010600 USD,+0.02%,507.68 K USD,28 USD,478.95 M,NFTs & Collectibles
PSL,2701,0.000048180 USD,−12.61%,528.93 K USD,18.81 K USD,10.98 B,—
RBLS,2702,0.0040699 USD,−0.22%,501.8 K USD,217 USD,123.3 M,"Gaming, NFTs & Collectibles"
SLICE,2703,0.025059 USD,+3.27%,501.18 K USD,2 USD,20 M,—
LIMO,2704,0.0092998 USD,−1.88%,498.19 K USD,163.82 K USD,53.57 M,—
CWAR,2705,0.0019100 USD,+2.74%,496.6 K USD,7.57 K USD,260 M,"Gaming, NFTs & Collectibles, Metaverse"
YES,2706,0.00051099 USD,−3.93%,510.99 K USD,228.5 K USD,1 B,Memes
EGO,2707,0.0087758 USD,−1.85%,496.79 K USD,407.37 K USD,56.61 M,—
SATOX,2708,0.00010670 USD,−4.20%,494.59 K USD,267.76 K USD,4.64 B,—
SORA,2709,0.00049289 USD,−0.52%,492.89 K USD,809.12 K USD,1 B,Memes
YAY,2710,0.00078128 USD,−2.51%,490.45 K USD,22.27 K USD,627.75 M,—
MOONEY,2711,0.00031499 USD,+29.79%,487.87 K USD,54.02 K USD,1.55 B,—
HABIBI,2712,0.00060299 USD,+10.29%,491.04 K USD,51.5 K USD,814.34 M,—
SECOND,2713,0.00020275 USD,−0.88%,485.07 K USD,346.97 K USD,2.39 B,—
BB,2714,0.00024640 USD,−8.83%,447.45 K USD,233.1 K USD,1.82 B,—
YAM,2715,0.032779 USD,−2.93%,483.5 K USD,447 USD,14.75 M,"Insurance, DAO"
SHIFU,2716,0.000010230 USD,−0.58%,483.37 K USD,3.17 K USD,47.25 B,Memes
MOBX,2717,0.021480 USD,+5.31%,484.29 K USD,25.9 K USD,22.55 M,Move to earn
CSM,2718,0.0048200 USD,−8.68%,482 K USD,2.29 K USD,100 M,—
PEW,2719,0.00000048000 USD,−4.68%,480.29 K USD,3.66 M USD,1 T,—
COK,2720,0.00000048000 USD,+0.65%,477.32 K USD,138.52 K USD,998.61 B,—
RAZOR,2721,0.0014470 USD,+0.09%,474.97 K USD,54.94 K USD,328.25 M,"Oracles, Insurance"
KONO,2722,0.0047599 USD,−1.49%,475.99 K USD,57.19 K USD,100 M,Asset management
AVIVE,2723,0.00015990 USD,+1.29%,473.3 K USD,36.1 K USD,2.96 B,Web3
B3X,2724,0.00033119 USD,+3.60%,472.93 K USD,3.14 K USD,1.43 B,—
